"Global_Index", "x_coord", "y_coord", "Pressure", "Pressure_Coefficient", "Skin_Friction_Coefficient_X", "Skin_Friction_Coefficient_Y", "h"
1857, -5.000000000000000e+01, -4.116666666666680e+01, 6.056705266303243e-01, 1.211341053260648e+00, 0.000000000000000e+00, -7.652995985317833e-07, 0.000000000000000e+00
1858, -5.000000000000000e+01, -4.100000000000013e+01, 6.060391195380986e-01, 1.212078239076197e+00, 0.000000000000000e+00, -7.102971184291617e-07, 0.000000000000000e+00
1859, -5.000000000000000e+01, -4.083333333333346e+01, 6.062771333009283e-01, 1.212554266601856e+00, 0.000000000000000e+00, -6.658243288654335e-07, 0.000000000000000e+00
1860, -5.000000000000000e+01, -4.066666666666680e+01, 6.064998552623474e-01, 1.212999710524695e+00, 0.000000000000000e+00, -6.095218681099126e-07, 0.000000000000000e+00
1861, -5.000000000000000e+01, -4.050000000000013e+01, 6.067356730287685e-01, 1.213471346057537e+00, 0.000000000000000e+00, -5.607353897990438e-07, 0.000000000000000e+00
1862, -5.000000000000000e+01, -4.033333333333347e+01, 6.070011409939572e-01, 1.214002281987914e+00, 0.000000000000000e+00, -5.365490122581428e-07, 0.000000000000000e+00
1863, -5.000000000000000e+01, -4.016666666666681e+01, 6.072838651568563e-01, 1.214567730313712e+00, 0.000000000000000e+00, -5.123104466272417e-07, 0.000000000000000e+00
1864, -5.000000000000000e+01, -4.000000000000014e+01, 6.075765161412455e-01, 1.215153032282491e+00, 0.000000000000000e+00, -4.809943976841577e-07, 0.000000000000000e+00
1865, -5.000000000000000e+01, -3.983333333333348e+01, 6.078622342202333e-01, 1.215724468440466e+00, 0.000000000000000e+00, -4.686358778649087e-07, 0.000000000000000e+00
1866, -5.000000000000000e+01, -3.966666666666681e+01, 6.080154058663577e-01, 1.216030811732715e+00, 0.000000000000000e+00, -4.310735509786598e-07, 0.000000000000000e+00
1867, -5.000000000000000e+01, -3.950000000000015e+01, 6.082021336096981e-01, 1.216404267219396e+00, 0.000000000000000e+00, -3.893151137846451e-07, 0.000000000000000e+00
1868, -5.000000000000000e+01, -3.933333333333348e+01, 6.083859644745326e-01, 1.216771928949065e+00, 0.000000000000000e+00, -3.550862109773948e-07, 0.000000000000000e+00
1869, -5.000000000000000e+01, -3.916666666666682e+01, 6.085192599233905e-01, 1.217038519846781e+00, 0.000000000000000e+00, -3.161242365193328e-07, 0.000000000000000e+00
1870, -5.000000000000000e+01, -3.900000000000016e+01, 6.085992433343859e-01, 1.217198486668772e+00, 0.000000000000000e+00, -2.737074943904620e-07, 0.000000000000000e+00
1871, -5.000000000000000e+01, -3.883333333333349e+01, 6.086399228336322e-01, 1.217279845667264e+00, 0.000000000000000e+00, -2.366448596165981e-07, 0.000000000000000e+00
1872, -5.000000000000000e+01, -3.866666666666683e+01, 6.087020276821092e-01, 1.217404055364218e+00, 0.000000000000000e+00, -2.144474688329675e-07, 0.000000000000000e+00
1873, -5.000000000000000e+01, -3.850000000000016e+01, 6.087837161785464e-01, 1.217567432357093e+00, 0.000000000000000e+00, -1.905685338097079e-07, 0.000000000000000e+00
1874, -5.000000000000000e+01, -3.833333333333350e+01, 6.088571704067709e-01, 1.217714340813542e+00, 0.000000000000000e+00, -1.627069654305081e-07, 0.000000000000000e+00
1875, -5.000000000000000e+01, -3.816666666666683e+01, 6.089181707540373e-01, 1.217836341508074e+00, 0.000000000000000e+00, -1.419249584636507e-07, 0.000000000000000e+00
1876, -5.000000000000000e+01, -3.800000000000017e+01, 6.089428049495160e-01, 1.217885609899032e+00, 0.000000000000000e+00, -1.140679137524634e-07, 0.000000000000000e+00
1877, -5.000000000000000e+01, -3.783333333333351e+01, 6.089521887799868e-01, 1.217904377559973e+00, 0.000000000000000e+00, -8.685267707472365e-08, 0.000000000000000e+00
1878, -5.000000000000000e+01, -3.766666666666684e+01, 6.089697302969443e-01, 1.217939460593888e+00, 0.000000000000000e+00, -5.794101165875670e-08, 0.000000000000000e+00
1879, -5.000000000000000e+01, -3.750000000000018e+01, 6.089636346746506e-01, 1.217927269349301e+00, 0.000000000000000e+00, -2.901716410243271e-08, 0.000000000000000e+00
1880, -5.000000000000000e+01, -3.733333333333351e+01, 6.089332788754133e-01, 1.217866557750826e+00, 0.000000000000000e+00, -3.522969313116769e-09, 0.000000000000000e+00
1881, -5.000000000000000e+01, -3.716666666666685e+01, 6.088961579642540e-01, 1.217792315928508e+00, 0.000000000000000e+00, 1.924953357053535e-08, 0.000000000000000e+00
1882, -5.000000000000000e+01, -3.700000000000018e+01, 6.088479405416878e-01, 1.217695881083375e+00, 0.000000000000000e+00, 4.069880268242843e-08, 0.000000000000000e+00
1883, -5.000000000000000e+01, -3.683333333333352e+01, 6.087891050225703e-01, 1.217578210045140e+00, 0.000000000000000e+00, 6.501998638743287e-08, 0.000000000000000e+00
1884, -5.000000000000000e+01, -3.666666666666686e+01, 6.087071571366496e-01, 1.217414314273299e+00, 0.000000000000000e+00, 8.045517051755051e-08, 0.000000000000000e+00
1885, -5.000000000000000e+01, -3.650000000000019e+01, 6.086161140600205e-01, 1.217232228120041e+00, 0.000000000000000e+00, 9.609116066020605e-08, 0.000000000000000e+00
1886, -5.000000000000000e+01, -3.633333333333353e+01, 6.085478236689251e-01, 1.217095647337850e+00, 0.000000000000000e+00, 1.135797182904798e-07, 0.000000000000000e+00
1887, -5.000000000000000e+01, -3.616666666666686e+01, 6.084735071147918e-01, 1.216947014229583e+00, 0.000000000000000e+00, 1.297674841058918e-07, 0.000000000000000e+00
1888, -5.000000000000000e+01, -3.600000000000020e+01, 6.083916653344988e-01, 1.216783330668997e+00, 0.000000000000000e+00, 1.600408659987095e-07, 0.000000000000000e+00
1889, -5.000000000000000e+01, -3.583333333333353e+01, 6.083053496824223e-01, 1.216610699364844e+00, 0.000000000000000e+00, 1.867854277130390e-07, 0.000000000000000e+00
1890, -5.000000000000000e+01, -3.566666666666687e+01, 6.081791723897274e-01, 1.216358344779455e+00, 0.000000000000000e+00, 2.039226007366706e-07, 0.000000000000000e+00
1891, -5.000000000000000e+01, -3.550000000000021e+01, 6.080489057266374e-01, 1.216097811453275e+00, 0.000000000000000e+00, 2.232267079088109e-07, 0.000000000000000e+00
1892, -5.000000000000000e+01, -3.533333333333354e+01, 6.079295233945523e-01, 1.215859046789104e+00, 0.000000000000000e+00, 2.471784627038828e-07, 0.000000000000000e+00
1893, -5.000000000000000e+01, -3.516666666666688e+01, 6.078042267614682e-01, 1.215608453522936e+00, 0.000000000000000e+00, 2.768076489687719e-07, 0.000000000000000e+00
1894, -5.000000000000000e+01, -3.500000000000021e+01, 6.076516739604023e-01, 1.215303347920804e+00, 0.000000000000000e+00, 2.918440542608575e-07, 0.000000000000000e+00
1895, -5.000000000000000e+01, -3.483333333333355e+01, 6.074487070619879e-01, 1.214897414123976e+00, 0.000000000000000e+00, 3.106350534592102e-07, 0.000000000000000e+00
1896, -5.000000000000000e+01, -3.466666666666688e+01, 6.073026738153281e-01, 1.214605347630656e+00, 0.000000000000000e+00, 3.265983913363640e-07, 0.000000000000000e+00
1897, -5.000000000000000e+01, -3.450000000000022e+01, 6.071580169085126e-01, 1.214316033817025e+00, 0.000000000000000e+00, 3.414771828655562e-07, 0.000000000000000e+00
1898, -5.000000000000000e+01, -3.433333333333356e+01, 6.069614023805747e-01, 1.213922804761149e+00, 0.000000000000000e+00, 3.792339781208015e-07, 0.000000000000000e+00
1899, -5.000000000000000e+01, -3.416666666666689e+01, 6.067812316411677e-01, 1.213562463282335e+00, 0.000000000000000e+00, 4.048720058210559e-07, 0.000000000000000e+00
1900, -5.000000000000000e+01, -3.400000000000023e+01, 6.065648419786206e-01, 1.213129683957241e+00, 0.000000000000000e+00, 4.129991358594871e-07, 0.000000000000000e+00
1901, -5.000000000000000e+01, -3.383333333333356e+01, 6.063501544821843e-01, 1.212700308964368e+00, 0.000000000000000e+00, 4.227868192380247e-07, 0.000000000000000e+00
1902, -5.000000000000000e+01, -3.366666666666690e+01, 6.061663944953110e-01, 1.212332788990622e+00, 0.000000000000000e+00, 4.430969705333763e-07, 0.000000000000000e+00
1903, -5.000000000000000e+01, -3.350000000000023e+01, 6.059603435501724e-01, 1.211920687100345e+00, 0.000000000000000e+00, 4.645541947918174e-07, 0.000000000000000e+00
1904, -5.000000000000000e+01, -3.333333333333357e+01, 6.056745007738633e-01, 1.211349001547726e+00, 0.000000000000000e+00, 4.697328005070831e-07, 0.000000000000000e+00
1905, -5.000000000000000e+01, -3.316666666666691e+01, 6.053976160319866e-01, 1.210795232063973e+00, 0.000000000000000e+00, 4.874773121077151e-07, 0.000000000000000e+00
1906, -5.000000000000000e+01, -3.300000000000024e+01, 6.051678832397522e-01, 1.210335766479504e+00, 0.000000000000000e+00, 4.926477240936581e-07, 0.000000000000000e+00
1907, -5.000000000000000e+01, -3.283333333333358e+01, 6.049943470188489e-01, 1.209988694037698e+00, 0.000000000000000e+00, 4.966385535696692e-07, 0.000000000000000e+00
1908, -5.000000000000000e+01, -3.266666666666691e+01, 6.047788693971087e-01, 1.209557738794217e+00, 0.000000000000000e+00, 5.200166393555831e-07, 0.000000000000000e+00
1909, -5.000000000000000e+01, -3.250000000000025e+01, 6.045519535891543e-01, 1.209103907178308e+00, 0.000000000000000e+00, 5.475448335648829e-07, 0.000000000000000e+00
1910, -5.000000000000000e+01, -3.233333333333358e+01, 6.042723522935115e-01, 1.208544704587023e+00, 0.000000000000000e+00, 5.623268974689778e-07, 0.000000000000000e+00
1911, -5.000000000000000e+01, -3.216666666666692e+01, 6.040083946903946e-01, 1.208016789380789e+00, 0.000000000000000e+00, 5.692686042730927e-07, 0.000000000000000e+00
1912, -5.000000000000000e+01, -3.200000000000026e+01, 6.037426298880375e-01, 1.207485259776075e+00, 0.000000000000000e+00, 5.950705102045887e-07, 0.000000000000000e+00
1913, -5.000000000000000e+01, -3.183333333333359e+01, 6.035608165325964e-01, 1.207121633065193e+00, 0.000000000000000e+00, 6.283134544618194e-07, 0.000000000000000e+00
1914, -5.000000000000000e+01, -3.166666666666692e+01, 6.033120760067423e-01, 1.206624152013484e+00, 0.000000000000000e+00, 6.123313376824828e-07, 0.000000000000000e+00
1915, -5.000000000000000e+01, -3.150000000000025e+01, 6.029618970224299e-01, 1.205923794044859e+00, 0.000000000000000e+00, 6.090997077753984e-07, 0.000000000000000e+00
1916, -5.000000000000000e+01, -3.133333333333358e+01, 6.027066736263638e-01, 1.205413347252727e+00, 0.000000000000000e+00, 6.045562777067988e-07, 0.000000000000000e+00
1917, -5.000000000000000e+01, -3.116666666666692e+01, 6.025289604304171e-01, 1.205057920860834e+00, 0.000000000000000e+00, 6.035341597074339e-07, 0.000000000000000e+00
1918, -5.000000000000000e+01, -3.100000000000025e+01, 6.023148342115856e-01, 1.204629668423171e+00, 0.000000000000000e+00, 6.388899692305301e-07, 0.000000000000000e+00
1919, -5.000000000000000e+01, -3.083333333333358e+01, 6.020066788359972e-01, 1.204013357671994e+00, 0.000000000000000e+00, 6.875715846378279e-07, 0.000000000000000e+00
1920, -5.000000000000000e+01, -3.066666666666691e+01, 6.017100800452310e-01, 1.203420160090462e+00, 0.000000000000000e+00, 6.748539755688678e-07, 0.000000000000000e+00
1921, -5.000000000000000e+01, -3.050000000000025e+01, 6.013291308370908e-01, 1.202658261674181e+00, 0.000000000000000e+00, 6.502057972187456e-07, 0.000000000000000e+00
1922, -5.000000000000000e+01, -3.033333333333358e+01, 6.010699239346495e-01, 1.202139847869299e+00, 0.000000000000000e+00, 6.702303381228904e-07, 0.000000000000000e+00
1923, -5.000000000000000e+01, -3.016666666666691e+01, 6.008775513227638e-01, 1.201755102645527e+00, 0.000000000000000e+00, 6.831560442374967e-07, 0.000000000000000e+00
1924, -5.000000000000000e+01, -3.000000000000024e+01, 6.005808274435782e-01, 1.201161654887156e+00, 0.000000000000000e+00, 6.657716611421204e-07, 0.000000000000000e+00
1925, -5.000000000000000e+01, -2.983333333333357e+01, 6.003381925412206e-01, 1.200676385082441e+00, 0.000000000000000e+00, 6.740397264882057e-07, 0.000000000000000e+00
1926, -5.000000000000000e+01, -2.966666666666691e+01, 6.001749474461560e-01, 1.200349894892312e+00, 0.000000000000000e+00, 6.757572750768453e-07, 0.000000000000000e+00
1927, -5.000000000000000e+01, -2.950000000000024e+01, 6.000523579142905e-01, 1.200104715828581e+00, 0.000000000000000e+00, 6.915594001311201e-07, 0.000000000000000e+00
1928, -5.000000000000000e+01, -2.933333333333357e+01, 5.997258173823735e-01, 1.199451634764747e+00, 0.000000000000000e+00, 7.304548832028343e-07, 0.000000000000000e+00
1929, -5.000000000000000e+01, -2.916666666666690e+01, 5.993536215821293e-01, 1.198707243164258e+00, 0.000000000000000e+00, 7.448997090222994e-07, 0.000000000000000e+00
1930, -5.000000000000000e+01, -2.900000000000023e+01, 5.991402386676545e-01, 1.198280477335309e+00, 0.000000000000000e+00, 7.439965440442410e-07, 0.000000000000000e+00
1931, -5.000000000000000e+01, -2.883333333333357e+01, 5.989381041290917e-01, 1.197876208258183e+00, 0.000000000000000e+00, 7.558772812718519e-07, 0.000000000000000e+00
1932, -5.000000000000000e+01, -2.866666666666690e+01, 5.987075902296195e-01, 1.197415180459239e+00, 0.000000000000000e+00, 8.105719230052025e-07, 0.000000000000000e+00
1933, -5.000000000000000e+01, -2.850000000000023e+01, 5.984931857124434e-01, 1.196986371424887e+00, 0.000000000000000e+00, 8.700102943741730e-07, 0.000000000000000e+00
1934, -5.000000000000000e+01, -2.833333333333356e+01, 5.981200210820474e-01, 1.196240042164095e+00, 0.000000000000000e+00, 8.711968046472351e-07, 0.000000000000000e+00
1935, -5.000000000000000e+01, -2.816666666666690e+01, 5.976984452585324e-01, 1.195396890517065e+00, 0.000000000000000e+00, 8.873416921305911e-07, 0.000000000000000e+00
1936, -5.000000000000000e+01, -2.800000000000023e+01, 5.973636116753313e-01, 1.194727223350662e+00, 0.000000000000000e+00, 8.604076516768235e-07, 0.000000000000000e+00
1937, -5.000000000000000e+01, -2.783333333333356e+01, 5.970317255316649e-01, 1.194063451063330e+00, 0.000000000000000e+00, 8.291119996393933e-07, 0.000000000000000e+00
1938, -5.000000000000000e+01, -2.766666666666689e+01, 5.967814285047436e-01, 1.193562857009487e+00, 0.000000000000000e+00, 8.464262284792694e-07, 0.000000000000000e+00
1939, -5.000000000000000e+01, -2.750000000000022e+01, 5.965344161773359e-01, 1.193068832354672e+00, 0.000000000000000e+00, 8.694444382067292e-07, 0.000000000000000e+00
1940, -5.000000000000000e+01, -2.733333333333356e+01, 5.962398945460743e-01, 1.192479789092148e+00, 0.000000000000000e+00, 8.705479949500737e-07, 0.000000000000000e+00
1941, -5.000000000000000e+01, -2.716666666666689e+01, 5.959015704073656e-01, 1.191803140814731e+00, 0.000000000000000e+00, 8.614349417923025e-07, 0.000000000000000e+00
1942, -5.000000000000000e+01, -2.700000000000022e+01, 5.956223780169780e-01, 1.191244756033956e+00, 0.000000000000000e+00, 8.739342146170376e-07, 0.000000000000000e+00
1943, -5.000000000000000e+01, -2.683333333333355e+01, 5.954089901076693e-01, 1.190817980215338e+00, 0.000000000000000e+00, 8.931935890747627e-07, 0.000000000000000e+00
1944, -5.000000000000000e+01, -2.666666666666688e+01, 5.950391334495841e-01, 1.190078266899168e+00, 0.000000000000000e+00, 8.806718537952055e-07, 0.000000000000000e+00
1945, -5.000000000000000e+01, -2.650000000000022e+01, 5.947062814331266e-01, 1.189412562866253e+00, 0.000000000000000e+00, 8.972659045965879e-07, 0.000000000000000e+00
1946, -5.000000000000000e+01, -2.633333333333355e+01, 5.944426518664203e-01, 1.188885303732840e+00, 0.000000000000000e+00, 8.972519701383332e-07, 0.000000000000000e+00
1947, -5.000000000000000e+01, -2.616666666666688e+01, 5.943357357359842e-01, 1.188671471471968e+00, 0.000000000000000e+00, 9.023588614021772e-07, 0.000000000000000e+00
1948, -5.000000000000000e+01, -2.600000000000021e+01, 5.941127947652324e-01, 1.188225589530465e+00, 0.000000000000000e+00, 9.387860148834943e-07, 0.000000000000000e+00
1949, -5.000000000000000e+01, -2.583333333333355e+01, 5.938260363976957e-01, 1.187652072795391e+00, 0.000000000000000e+00, 9.783956627750154e-07, 0.000000000000000e+00
1950, -5.000000000000000e+01, -2.566666666666688e+01, 5.934212875599255e-01, 1.186842575119851e+00, 0.000000000000000e+00, 9.934620406885459e-07, 0.000000000000000e+00
1951, -5.000000000000000e+01, -2.550000000000021e+01, 5.930354247206442e-01, 1.186070849441288e+00, 0.000000000000000e+00, 9.955360931152983e-07, 0.000000000000000e+00
1952, -5.000000000000000e+01, -2.533333333333354e+01, 5.926503731757882e-01, 1.185300746351576e+00, 0.000000000000000e+00, 1.030856847026571e-06, 0.000000000000000e+00
1953, -5.000000000000000e+01, -2.516666666666687e+01, 5.924458989361712e-01, 1.184891797872342e+00, 0.000000000000000e+00, 1.078581964498830e-06, 0.000000000000000e+00
1954, -5.000000000000000e+01, -2.500000000000020e+01, 5.921174580928356e-01, 1.184234916185671e+00, 0.000000000000000e+00, 1.046795481675537e-06, 0.000000000000000e+00
1955, -5.000000000000000e+01, -2.483333333333354e+01, 5.916620173313941e-01, 1.183324034662788e+00, 0.000000000000000e+00, 1.041278606537324e-06, 0.000000000000000e+00
1956, -5.000000000000000e+01, -2.466666666666687e+01, 5.913202863083837e-01, 1.182640572616767e+00, 0.000000000000000e+00, 1.031069232976867e-06, 0.000000000000000e+00
1957, -5.000000000000000e+01, -2.450000000000020e+01, 5.911389194728643e-01, 1.182277838945728e+00, 0.000000000000000e+00, 1.025821625366606e-06, 0.000000000000000e+00
1958, -5.000000000000000e+01, -2.433333333333353e+01, 5.908421899993770e-01, 1.181684379998754e+00, 0.000000000000000e+00, 1.067201208763608e-06, 0.000000000000000e+00
1959, -5.000000000000000e+01, -2.416666666666686e+01, 5.905522520823269e-01, 1.181104504164654e+00, 0.000000000000000e+00, 1.110771498199510e-06, 0.000000000000000e+00
1960, -5.000000000000000e+01, -2.400000000000020e+01, 5.901521225010951e-01, 1.180304245002190e+00, 0.000000000000000e+00, 1.111373337331710e-06, 0.000000000000000e+00
1961, -5.000000000000000e+01, -2.383333333333353e+01, 5.896845591547166e-01, 1.179369118309433e+00, 0.000000000000000e+00, 1.094575021061797e-06, 0.000000000000000e+00
1962, -5.000000000000000e+01, -2.366666666666686e+01, 5.892979402796413e-01, 1.178595880559282e+00, 0.000000000000000e+00, 1.101534895481725e-06, 0.000000000000000e+00
1963, -5.000000000000000e+01, -2.350000000000020e+01, 5.889987234188973e-01, 1.177997446837794e+00, 0.000000000000000e+00, 1.114354714582922e-06, 0.000000000000000e+00
1964, -5.000000000000000e+01, -2.333333333333353e+01, 5.885339144130541e-01, 1.177067828826108e+00, 0.000000000000000e+00, 1.088813951842633e-06, 0.000000000000000e+00
1965, -5.000000000000000e+01, -2.316666666666686e+01, 5.881930415395894e-01, 1.176386083079179e+00, 0.000000000000000e+00, 1.098330421650875e-06, 0.000000000000000e+00
1966, -5.000000000000000e+01, -2.300000000000020e+01, 5.879035932440309e-01, 1.175807186488061e+00, 0.000000000000000e+00, 1.092411008319590e-06, 0.000000000000000e+00
1967, -5.000000000000000e+01, -2.283333333333352e+01, 5.878048152413370e-01, 1.175609630482674e+00, 0.000000000000000e+00, 1.092764027114952e-06, 0.000000000000000e+00
1968, -5.000000000000000e+01, -2.266666666666686e+01, 5.876926604525516e-01, 1.175385320905103e+00, 0.000000000000000e+00, 1.128936145187067e-06, 0.000000000000000e+00
1969, -5.000000000000000e+01, -2.250000000000019e+01, 5.873643228304398e-01, 1.174728645660879e+00, 0.000000000000000e+00, 1.171052761691228e-06, 0.000000000000000e+00
1970, -5.000000000000000e+01, -2.233333333333352e+01, 5.868348864226998e-01, 1.173669772845399e+00, 0.000000000000000e+00, 1.187853581311349e-06, 0.000000000000000e+00
1971, -5.000000000000000e+01, -2.216666666666685e+01, 5.865233617886652e-01, 1.173046723577330e+00, 0.000000000000000e+00, 1.249101210125058e-06, 0.000000000000000e+00
1972, -5.000000000000000e+01, -2.200000000000018e+01, 5.863068954183455e-01, 1.172613790836691e+00, 0.000000000000000e+00, 1.270791423343754e-06, 0.000000000000000e+00
1973, -5.000000000000000e+01, -2.183333333333352e+01, 5.860947192555321e-01, 1.172189438511064e+00, 0.000000000000000e+00, 1.258416145808645e-06, 0.000000000000000e+00
1974, -5.000000000000000e+01, -2.166666666666685e+01, 5.856160290701043e-01, 1.171232058140208e+00, 0.000000000000000e+00, 1.226486526125740e-06, 0.000000000000000e+00
1975, -5.000000000000000e+01, -2.150000000000018e+01, 5.850705751923457e-01, 1.170141150384691e+00, 0.000000000000000e+00, 1.245927087059007e-06, 0.000000000000000e+00
1976, -5.000000000000000e+01, -2.133333333333351e+01, 5.844649651314653e-01, 1.168929930262930e+00, 0.000000000000000e+00, 1.231453527053450e-06, 0.000000000000000e+00
1977, -5.000000000000000e+01, -2.116666666666685e+01, 5.841336846335341e-01, 1.168267369267068e+00, 0.000000000000000e+00, 1.213337513239699e-06, 0.000000000000000e+00
1978, -5.000000000000000e+01, -2.100000000000018e+01, 5.839574689882188e-01, 1.167914937976437e+00, 0.000000000000000e+00, 1.239285020939392e-06, 0.000000000000000e+00
1979, -5.000000000000000e+01, -2.083333333333351e+01, 5.836903280539236e-01, 1.167380656107847e+00, 0.000000000000000e+00, 1.285252130072885e-06, 0.000000000000000e+00
1980, -5.000000000000000e+01, -2.066666666666684e+01, 5.833297924731674e-01, 1.166659584946335e+00, 0.000000000000000e+00, 1.283975899214875e-06, 0.000000000000000e+00
1981, -5.000000000000000e+01, -2.050000000000018e+01, 5.829100082450906e-01, 1.165820016490181e+00, 0.000000000000000e+00, 1.330664448799507e-06, 0.000000000000000e+00
1982, -5.000000000000000e+01, -2.033333333333351e+01, 5.827094987516372e-01, 1.165418997503274e+00, 0.000000000000000e+00, 1.366787803428065e-06, 0.000000000000000e+00
1983, -5.000000000000000e+01, -2.016666666666684e+01, 5.825718277517858e-01, 1.165143655503571e+00, 0.000000000000000e+00, 1.347767334269826e-06, 0.000000000000000e+00
1984, -5.000000000000000e+01, -2.000000000000017e+01, 5.819785831150550e-01, 1.163957166230110e+00, 0.000000000000000e+00, 1.315446924751995e-06, 0.000000000000000e+00
1985, -5.000000000000000e+01, -1.983333333333350e+01, 5.814369885704368e-01, 1.162873977140873e+00, 0.000000000000000e+00, 1.345343565022805e-06, 0.000000000000000e+00
1986, -5.000000000000000e+01, -1.966666666666683e+01, 5.807793893679126e-01, 1.161558778735825e+00, 0.000000000000000e+00, 1.330346547183937e-06, 0.000000000000000e+00
1987, -5.000000000000000e+01, -1.950000000000017e+01, 5.804212008785284e-01, 1.160842401757057e+00, 0.000000000000000e+00, 1.314874479856425e-06, 0.000000000000000e+00
1988, -5.000000000000000e+01, -1.933333333333350e+01, 5.802566691511115e-01, 1.160513338302223e+00, 0.000000000000000e+00, 1.344136669849956e-06, 0.000000000000000e+00
1989, -5.000000000000000e+01, -1.916666666666683e+01, 5.799463479175876e-01, 1.159892695835175e+00, 0.000000000000000e+00, 1.383622819102817e-06, 0.000000000000000e+00
1990, -5.000000000000000e+01, -1.900000000000016e+01, 5.793658512950354e-01, 1.158731702590071e+00, 0.000000000000000e+00, 1.401492514629340e-06, 0.000000000000000e+00
1991, -5.000000000000000e+01, -1.883333333333350e+01, 5.790397347282749e-01, 1.158079469456549e+00, 0.000000000000000e+00, 1.475024754789521e-06, 0.000000000000000e+00
1992, -5.000000000000000e+01, -1.866666666666683e+01, 5.787950252483549e-01, 1.157590050496710e+00, 0.000000000000000e+00, 1.502240693763511e-06, 0.000000000000000e+00
1993, -5.000000000000000e+01, -1.850000000000016e+01, 5.785664001141885e-01, 1.157132800228377e+00, 0.000000000000000e+00, 1.487894994003273e-06, 0.000000000000000e+00
1994, -5.000000000000000e+01, -1.833333333333349e+01, 5.779814964006340e-01, 1.155962992801268e+00, 0.000000000000000e+00, 1.451676436229027e-06, 0.000000000000000e+00
1995, -5.000000000000000e+01, -1.816666666666682e+01, 5.773138593726436e-01, 1.154627718745287e+00, 0.000000000000000e+00, 1.475339511783519e-06, 0.000000000000000e+00
1996, -5.000000000000000e+01, -1.800000000000016e+01, 5.765918227915983e-01, 1.153183645583196e+00, 0.000000000000000e+00, 1.459625464372622e-06, 0.000000000000000e+00
1997, -5.000000000000000e+01, -1.783333333333349e+01, 5.762035649183110e-01, 1.152407129836622e+00, 0.000000000000000e+00, 1.438908427123982e-06, 0.000000000000000e+00
1998, -5.000000000000000e+01, -1.766666666666682e+01, 5.759701714711977e-01, 1.151940342942395e+00, 0.000000000000000e+00, 1.475104335832784e-06, 0.000000000000000e+00
1999, -5.000000000000000e+01, -1.750000000000015e+01, 5.756285742705722e-01, 1.151257148541144e+00, 0.000000000000000e+00, 1.534101227152752e-06, 0.000000000000000e+00
2000, -5.000000000000000e+01, -1.733333333333348e+01, 5.751011873444493e-01, 1.150202374688898e+00, 0.000000000000000e+00, 1.548389598789004e-06, 0.000000000000000e+00
2001, -5.000000000000000e+01, -1.716666666666682e+01, 5.747239679746751e-01, 1.149447935949350e+00, 0.000000000000000e+00, 1.606635423796009e-06, 0.000000000000000e+00
2002, -5.000000000000000e+01, -1.700000000000015e+01, 5.744583594640491e-01, 1.148916718928098e+00, 0.000000000000000e+00, 1.626289428803400e-06, 0.000000000000000e+00
2003, -5.000000000000000e+01, -1.683333333333348e+01, 5.742983134329915e-01, 1.148596626865983e+00, 0.000000000000000e+00, 1.591137716527758e-06, 0.000000000000000e+00
2004, -5.000000000000000e+01, -1.666666666666681e+01, 5.735951603423176e-01, 1.147190320684635e+00, 0.000000000000000e+00, 1.545198258029256e-06, 0.000000000000000e+00
2005, -5.000000000000000e+01, -1.650000000000015e+01, 5.729859381167852e-01, 1.145971876233570e+00, 0.000000000000000e+00, 1.570183145720779e-06, 0.000000000000000e+00
2006, -5.000000000000000e+01, -1.633333333333348e+01, 5.722486281003789e-01, 1.144497256200758e+00, 0.000000000000000e+00, 1.548177648673555e-06, 0.000000000000000e+00
2007, -5.000000000000000e+01, -1.616666666666681e+01, 5.718763406733067e-01, 1.143752681346613e+00, 0.000000000000000e+00, 1.530128708056826e-06, 0.000000000000000e+00
2008, -5.000000000000000e+01, -1.600000000000014e+01, 5.717341437346503e-01, 1.143468287469300e+00, 0.000000000000000e+00, 1.562122800594568e-06, 0.000000000000000e+00
2009, -5.000000000000000e+01, -1.583333333333348e+01, 5.714160141231436e-01, 1.142832028246287e+00, 0.000000000000000e+00, 1.603201507044945e-06, 0.000000000000000e+00
2010, -5.000000000000000e+01, -1.566666666666681e+01, 5.707949934164633e-01, 1.141589986832926e+00, 0.000000000000000e+00, 1.605992834704864e-06, 0.000000000000000e+00
2011, -5.000000000000000e+01, -1.550000000000015e+01, 5.703415363578900e-01, 1.140683072715780e+00, 0.000000000000000e+00, 1.685643513327034e-06, 0.000000000000000e+00
2012, -5.000000000000000e+01, -1.533333333333348e+01, 5.701387240763498e-01, 1.140277448152699e+00, 0.000000000000000e+00, 1.736319860389850e-06, 0.000000000000000e+00
2013, -5.000000000000000e+01, -1.516666666666681e+01, 5.699664093305835e-01, 1.139932818661167e+00, 0.000000000000000e+00, 1.728500032819020e-06, 0.000000000000000e+00
2014, -5.000000000000000e+01, -1.500000000000015e+01, 5.693037378387612e-01, 1.138607475677522e+00, 0.000000000000000e+00, 1.693242379110491e-06, 0.000000000000000e+00
2015, -5.000000000000000e+01, -1.483333333333348e+01, 5.685441096332737e-01, 1.137088219266547e+00, 0.000000000000000e+00, 1.721500330442601e-06, 0.000000000000000e+00
2016, -5.000000000000000e+01, -1.466666666666681e+01, 5.677249217785502e-01, 1.135449843557100e+00, 0.000000000000000e+00, 1.700543251667190e-06, 0.000000000000000e+00
